32713845248,35
32584313297,35
32586647423,50
32597128930,50
32584744141,45
32595316747,40
32596046718,50
32739959268,35
32713279621,40
32732125284,15
1523308041,50
32596162695,35
32761112486,None
32598347761,35
32592068515,30
32723367043,50
32598355504,45
32586647023,40
32596166092,45
32805078254,48
32602968578,48
32761104624,None
32601529575,30
32584648828,40
32595698114,10
32801454403,15
32732450491,35
32641878375,None
32596836422,20
32733139097,30
32730149628,40
32711474940,35
32627771174,30
32596333290,35
32216182588,20
32628343820,30
32675003154,30
32711594099,35
32730492810,35
2034029137,30
32730221681,30
32765913893,20
32586647444,15
32714226626,40
32598948954,45
32739929883,35
32511624515,50
32598245758,30
32738553686,20
1825347934,50
32238138107,45
32733056261,15
32584033106,40
32602460384,30
32754425023,15
32256228990,48
32741187757,20
32800685787,15
32731993187,35
32594354349,45
32584728484,40
32595698185,20
32734411885,25
32734979931,None
2019234213,10
32735923231,30
32713279253,35
32757455655,25
32754724194,45
32255846911,48
32603355734,30
32599015695,40
32729116647,25
32238195742,20
32674982105,30
32729552962,30
32712052063,35
32705141914,35
32598383431,30
32705968420,30
2022246728,50
32625965618,45
32373207568,None
32627464570,None
32707223994,30
32598877873,15
32585089411,40
32800524258,15
32221615010,25
32761064858,None
32238149154,30
32739194485,20
32238331771,35
32593219904,45
32286542592,40
32591365535,45
32595722141,20
32707375851,30
32702696615,35
32732475037,25
32761120185,None
32597422002,15
32734355780,25
32730169371,40
32584310240,30
32622663436,15
32729116741,25
32626381089,None
32287588176,40
32734435809,35
32702752258,30
32750196883,20
32729722955,40
32583953808,40
32505762367,40
32598464702,None
32799024277,15
32626361195,None
32595590614,45
32598968691,45
32731055342,35
32752597050,50
32721334424,35
32506751904,48
32750333236,50
32734387818,25
32729180693,35
32674477580,30
32627452793,30
32593307120,50
32706032389,40
32709519821,30
32731170775,30
32714700848,40
32598949313,30
32705394399,40
32730229342,30
32590035938,30
2019251868,40
32741227329,None
32730490721,25
32713279451,40
32740495175,35
32728337991,25
32729597216,25
32749020231,30
32598604595,35
32625653514,30
32711534876,35
32708408114,45
32732113531,15
32733139232,30
32747416837,45
32753211407,50
32714672696,40
32599983708,45
32596025013,None
32506576336,50
32584960520,30
32732913974,None
32755212495,15
32511295840,40
32732905951,20
32601862439,35
32672957025,30
32707461239,45
2022722067,50
32711610355,40
32603867111,40
32742146327,30
32707429635,45
32597236668,35
32714888601,35
32738565421,20
32732009958,15
32737830183,10
32732934022,15
32712557247,40
2022461068,50
32598367577,35
32731659249,40
32625426730,30
32747814683,45
32732460230,25
32730482321,25
32594226670,40
32598016940,20
32731425461,25
32733060033,15
32733914703,20
32596575166,40
32602964342,40
32729148339,25
32713961613,20
32707295571,40
32754766334,25
32599016588,45
32705278525,30
32597799868,48
32714579317,30
32601898161,35
32714583311,30
32598295907,35
32339614179,None
32754453441,15
32740491300,35
32584397049,35
32507028935,50
32728369947,25
32735895361,20
32741309421,30
32674854703,30
32594689399,40
32590906425,45
32625717100,30
32599435825,15
32750080599,20
32599527494,15
32708404304,35
32749369982,20
32675003233,30
32602428967,30
32730229460,30
32601949080,20
32601513501,30
32749771553,45
32753821814,25
32734991537,15
32238700008,30
32739150833,20
32707295836,20
32705310836,20
32737894535,35
32704334404,40
32754389984,15
32738553722,20
32586643619,40
32757567527,15
32287600829,40
32492462621,50
32714631372,40
32672841259,30
1387559097,40
32742511157,40
32741273934,30
32671738327,30
32702057408,30
32731551773,40
32595686256,10
32597108983,45
32735891174,None
32587566986,30
32729762138,40
32704992803,40
32599911800,35
32755084552,25
32601882129,40
32737113628,35
32714430311,35
32598984114,35
32705310785,40
32729640238,40
32716215496,20
32752343155,20
32737840290,35
32626976217,30
32625653545,30
32603867298,35
32627759260,30
32716039687,40
32714591264,30
32733906533,None
32732909891,20
32755248161,15
32733007454,40
32585811342,30
32674978237,30
32731083366,35
32749536737,15
32601882235,35
32709535342,30
32705968364,30
32714591005,30
32755398156,15
32674858803,30
32714583935,40
2038466404,48
32706048348,35
32675022083,30
32707367219,20
32714732271,40
32599907815,35
32728421081,25
32730249663,30
1796232534,None
32749822115,15
32729116961,25
32674481888,30
32505425274,48
32789226456,10
32595750177,20
32705261042,45
32744063086,30
32704015168,48
32744023724,10
32731611947,40
32754413847,15
32598436793,None
32754449170,15
32674955278,30
32598028851,40
32714603605,40
32713399129,40
32598448319,None
32750317102,50
32707329737,35
32741261812,40
32707295902,35
32754716356,25
32702708913,48
32599040812,15
32757567215,15
32728401639,25
32742126525,30
32712569184,40
32596740539,35
32792136966,None
