32598355504,49
32598383431,30
1523308041,45
32216182588,20
32833506576,45
32711594099,35
32584744141,45
32675003154,35
32845118813,None
1387559097,40
32844984052,None
32711610355,40
32674955278,30
32723367043,50
32754425023,15
32713279451,40
32714226626,40
32831586051,10
32829714254,45
32238195742,20
32256228990,48
32713279253,30
32765913893,20
2034029137,30
32627771174,30
32840161737,None
32238138107,45
32824635557,25
32598367577,35
32754453441,15
32844960641,None
32625717100,30
32823433895,45
32837298964,None
32625653514,30
32505762367,40
32755248161,15
32839997709,20
32754389984,15
32598877873,15
32827796732,30
32807290594,35
32714603605,40
32830083070,20
32830035982,30
32821233178,35
32506576336,50
32712557247,40
32674481888,30
32825786934,15
32816601638,20
32714732271,40
32837079310,10
32839708404,25
32714631372,40
32714430311,35
32830035958,10
2038466404,48
32826914909,10
32825834191,15
32674854703,30
32841334859,25
32831225821,25
32821653345,20
32757455655,25
32755084552,25
32831225767,25
32704334404,40
32823984711,10
32714888601,35
32713961613,20
32674858803,30
32755398156,15
32598347761,35
32505425274,48
32753821814,25
32813859162,30
32789226456,10
32831650072,30
32799024277,15
32811542197,25
32824615635,15
32838789085,35
32821775105,15
32238149154,30
32836480666,None
32835745743,None
32839692311,25
32831418315,15
32714583311,30
32821723702,10
32625426730,30
32824615677,15
32754413847,15
32821261084,15
32714591005,30
32704992803,40
32598949313,30
32714672696,40
32817981097,15
32238700008,30
32714591264,30
32825001259,None
32675003233,30
32674978237,30
32831642898,30
32826448837,15
32674477580,30
