32598355504,45
32675003154,30
32713279253,30
32584744141,45
1523308041,45
32839708404,50
32839997709,50
32841334859,50
1387559097,40
32711610355,40
32714226626,40
32826914909,10
32840161737,50
32840142608,50
32754453441,15
32807290594,35
32837079310,10
32256228990,48
32754425023,15
32839704115,50
32723367043,50
32839692311,50
32216182588,20
32711594099,35
32838789085,50
32714732271,40
32598383431,30
32829714254,45
32765913893,20
32238138107,45
32713279451,40
32839320095,50
32674955278,30
32627771174,30
32800524258,15
32825786934,15
32713961613,20
32754389984,15
32714631372,40
32799024277,15
32714591264,30
32714430311,35
32816601638,20
32825834191,15
32713845248,35
32824615635,15
32837298964,50
32836480666,50
32714603605,40
32835745743,50
32238700008,30
32755398156,15
32832919695,20
32704334404,40
32238149154,30
32821653345,20
32757567215,15
32505762367,40
2034029137,30
32827796732,30
32817981097,15
32714888601,35
32831418315,15
32625653514,30
32714591005,30
32506576336,50
32821723702,10
32598949313,30
32821775105,15
32821233178,35
32674978237,30
32598367577,35
