32598355504,45
32761112486,None
32584744141,45
32754453441,15
32602968578,48
32641878375,None
1523308041,45
32511624515,48
32601513501,30
32595722141,20
32830083070,None
32739194485,20
32586647423,50
32675003154,30
32595316747,30
32830035982,30
32595698185,20
32585089411,40
32586647444,15
2019234213,10
32674481888,30
32826448837,10
32723367043,50
32739959268,35
32830035958,10
32622663436,15
32707223994,30
32730492810,35
32807290594,35
32805078254,48
32827796732,30
32596333290,35
32594354349,45
32711610355,40
32584728484,40
32826954171,None
