32598355504,45
32675003154,30
32831586051,10
32584744141,45
1523308041,45
32833506576,45
32598383431,30
32847409385,None
32850035622,None
1387559097,40
32711610355,40
32848581640,None
32598367577,35
32723367043,50
32711594099,35
32850887625,None
32216182588,20
32829714254,45
32813859162,30
32256228990,48
32714732271,40
32754425023,15
32799024277,15
32627771174,30
32712557247,40
32713961613,20
32807290594,35
32838789085,35
32831650072,30
32238195742,20
32825786934,15
32506576336,50
32765913893,20
32713279451,40
32844960641,None
32713279253,30
32597236668,35
32824615635,15
32830035982,30
32839692311,25
32839997709,20
32831642898,30
32675003233,30
32831418315,15
32505762367,40
32823984711,10
32675022083,30
32844984052,40
32821261084,15
32755248161,15
32754413847,15
32826914909,10
32821653345,20
32625717100,30
32714226626,40
32598877873,15
32816601638,20
2034029137,30
32754453441,15
32821723702,10
32823433895,45
32757567215,15
32238700008,30
32839708404,25
32817981097,15
32598949313,30
32625653514,30
32755398156,15
32827796732,30
32714672696,40
32713845248,35
32840161737,35
32811941963,20
32830083070,20
32625426730,30
32714591005,30
32716215496,20
32839704115,30
32704992803,40
32845118813,None
32674481888,30
32755084552,25
32832919695,20
32830035958,10
32837298964,None
32674854703,30
32714631372,40
32800685787,15
32825834191,15
32824615677,15
32789226456,10
32714888601,35
32238149154,30
32674978237,30
32837079310,10
32824635557,25
32598347761,35
32674477580,30
32505425274,48
32238138107,45
32714583311,30
32674858803,30
32821245207,20
32753821814,25
32714583935,40
2038466404,48
32821775105,15
32839320095,10
